2a02:3d0:611::,2a02:3d0:620:ffff:ffff:ffff:ffff:ffff,US
2a02:3d0:621::,2a02:3d0:621:ffff:ffff:ffff:ffff:ffff,AT
2a02:3d0:622::,2a02:3d0:623:ffff:ffff:ffff:ffff:ffff,DE
2a02:3d0:624::,2a02:3d0:62f:ffff:ffff:ffff:ffff:ffff,US
2a02:3d0:630::,2a02:3d0:632:ffff:ffff:ffff:ffff:ffff,FR
2a02:3d0:633::,2a02:3d0:63f:ffff:ffff:ffff:ffff:ffff,US
2a02:3d0:640::,2a02:3d0:640:ffff:ffff:ffff:ffff:ffff,SE
2a02:3d0:641::,2a02:3d0:64f:ffff:ffff:ffff:ffff:ffff,US
2a02:3d0:650::,2a02:3d0:651:ffff:ffff:ffff:ffff:ffff,ES
2a02:3d0:652::,2a02:3d0:65f:ffff:ffff:ffff:ffff:ffff,US
2a02:3d0:660::,2a02:3d0:660:ffff:ffff:ffff:ffff:ffff,IT
2a02:3d0:661::,2a02:3d0:66f:ffff:ffff:ffff:ffff:ffff,US
2a02:3d0:670::,2a02:3d0:670:ffff:ffff:ffff:ffff:ffff,IT
2a02:3d0:671::,2a02:3d0:ffff:ffff:ffff:ffff:ffff:ffff,US
2a02:3d8::,2a02:3d8:ffff:ffff:ffff:ffff:ffff:ffff,IE
2a02:3e0::,2a02:3e0:ffff:ffff:ffff:ffff:ffff:ffff,AT
2a02:3e8::,2a02:3e8:ffff:ffff:ffff:ffff:ffff:ffff,FR
2a02:3f0::,2a02:3f0:ffff:ffff:ffff:ffff:ffff:ffff,DE
2a02:3f8::,2a02:3f8:ffff:ffff:ffff:ffff:ffff:ffff,RU
2a02:400::,2a02:400:ffff:ffff:ffff:ffff:ffff:ffff,GB
2a02:408::,2a02:408:ffff:ffff:ffff:ffff:ffff:ffff,RU
2a02:410::,2a02:410:ffff:ffff:ffff:ffff:ffff:ffff,CH
2a02:418::,2a02:41f:ffff:ffff:ffff:ffff:ffff:ffff,CH
2a02:420::,2a02:427:ffff:ffff:ffff:ffff:ffff:ffff,DE
2a02:428::,2a02:428:ffff:ffff:ffff:ffff:ffff:ffff,CH
2a02:430::,2a02:430:ffff:ffff:ffff:ffff:ffff:ffff,DE
2a02:438::,2a02:438:ffff:ffff:ffff:ffff:ffff:ffff,DE
2a02:440::,2a02:440:ffff:ffff:ffff:ffff:ffff:ffff,RU
2a02:448::,2a02:44f:ffff:ffff:ffff:ffff:ffff:ffff,CH
2a02:450::,2a02:450:ffff:ffff:ffff:ffff:ffff:ffff,DE
2a02:458::,2a02:458:ffff:ffff:ffff:ffff:ffff:ffff,NL
2a02:460::,2a02:460:ffff:ffff:ffff:ffff:ffff:ffff,DK
2a02:468::,2a02:46f:ffff:ffff:ffff:ffff:ffff:ffff,FR
2a02:470::,2a02:477:ffff:ffff:ffff:ffff:ffff:ffff,SE
2a02:478::,2a02:478:ffff:ffff:ffff:ffff:ffff:ffff,PL
2a02:480::,2a02:480:ffff:ffff:ffff:ffff:ffff:ffff,TR
2a02:488::,2a02:488:ffff:ffff:ffff:ffff:ffff:ffff,FR
2a02:490::,2a02:497:ffff:ffff:ffff:ffff:ffff:ffff,IT
2a02:498::,2a02:49f:ffff:ffff:ffff:ffff:ffff:ffff,NL
2a02:4a0::,2a02:4a0:ffff:ffff:ffff:ffff:ffff:ffff,BE
2a02:4a8::,2a02:4a8:ffff:ffff:ffff:ffff:ffff:ffff,CZ
2a02:4b0::,2a02:4b0:ffff:ffff:ffff:ffff:ffff:ffff,BE
2a02:4b8::,2a02:4bf:ffff:ffff:ffff:ffff:ffff:ffff,FR
2a02:4c8::,2a02:4c8:ffff:ffff:ffff:ffff:ffff:ffff,BG
2a02:4d0::,2a02:4d0:ffff:ffff:ffff:ffff:ffff:ffff,IT
2a02:4d8::,2a02:4d8:ffff:ffff:ffff:ffff:ffff:ffff,LU
2a02:4e0::,2a02:4e0:ffff:ffff:ffff:ffff:ffff:ffff,TR
2a02:4e8::,2a02:4e8:ffff:ffff:ffff:ffff:ffff:ffff,DE
2a02:4f0::,2a02:4f0:ffff:ffff:ffff:ffff:ffff:ffff,CZ
2a02:4f8::,2a02:4f8:ffff:ffff:ffff:ffff:ffff:ffff,NL
2a02:500::,2a02:507:ffff:ffff:ffff:ffff:ffff:ffff,LV
2a02:508::,2a02:50f:ffff:ffff:ffff:ffff:ffff:ffff,SE
2a02:518::,2a02:518:ffff:ffff:ffff:ffff:ffff:ffff,IT
2a02:520::,2a02:520:ffff:ffff:ffff:ffff:ffff:ffff,NL
2a02:530::,2a02:530:ffff:ffff:ffff:ffff:ffff:ffff,RU
2a02:538::,2a02:538:ffff:ffff:ffff:ffff:ffff:ffff,IE
2a02:540::,2a02:540:ffff:ffff:ffff:ffff:ffff:ffff,CY
2a02:548::,2a02:548:ffff:ffff:ffff:ffff:ffff:ffff,RU
2a02:550::,2a02:550:ffff:ffff:ffff:ffff:ffff:ffff,RU
2a02:558::,2a02:558:ffff:ffff:ffff:ffff:ffff:ffff,HU
2a02:560::,2a02:56f:ff00:ffff:ffff:ffff:ffff:ffff,DE
2a02:56f:ff01::,2a02:56f:ff01:ffff:ffff:ffff:ffff:ffff,GB
2a02:56f:ff02::,2a02:56f:ff02:ffff:ffff:ffff:ffff:ffff,US
2a02:56f:ff03::,2a02:56f:ff03:ffff:ffff:ffff:ffff:ffff,DE
2a02:56f:ff04::,2a02:56f:ff04:ffff:ffff:ffff:ffff:ffff,NL
2a02:56f:ff05::,2a02:56f:ff05:ffff:ffff:ffff:ffff:ffff,DE
2a02:56f:ff06::,2a02:56f:ff06:ffff:ffff:ffff:ffff:ffff,NL
2a02:56f:ff07::,2a02:56f:ff07:ffff:ffff:ffff:ffff:ffff,DE
2a02:56f:ff08::,2a02:56f:ff08:ffff:ffff:ffff:ffff:ffff,SE
2a02:56f:ff09::,2a02:56f:ff09:ffff:ffff:ffff:ffff:ffff,DE
2a02:56f:ff0a::,2a02:56f:ff0a:ffff:ffff:ffff:ffff:ffff,FR
2a02:56f:ff0b::,2a02:56f:ff0b:ffff:ffff:ffff:ffff:ffff,DE
2a02:56f:ff0c::,2a02:56f:ff0c:ffff:ffff:ffff:ffff:ffff,BR
2a02:56f:ff0d::,2a02:56f:ff0d:ffff:ffff:ffff:ffff:ffff,US
2a02:56f:ff0e::,2a02:56f:ff0e:ffff:ffff:ffff:ffff:ffff,AT
2a02:56f:ff0f::,2a02:56f:ff0f:ffff:ffff:ffff:ffff:ffff,RU
2a02:56f:ff10::,2a02:56f:ff10:ffff:ffff:ffff:ffff:ffff,KR
2a02:56f:ff11::,2a02:56f:ff11:ffff:ffff:ffff:ffff:ffff,HK
2a02:56f:ff12::,2a02:56f:ff12:ffff:ffff:ffff:ffff:ffff,CN
2a02:56f:ff13::,2a02:56f:ffff:ffff:ffff:ffff:ffff:ffff,DE
2a02:570::,2a02:570:ffff:ffff:ffff:ffff:ffff:ffff,CZ
2a02:578::,2a02:578:1fff:ffff:ffff:ffff:ffff:ffff,BE
2a02:578:2000::,2a02:578:2000:ffff:ffff:ffff:ffff:ffff,NL
2a02:578:2001::,2a02:578:5bff:ffff:ffff:ffff:ffff:ffff,BE
2a02:578:5c00::,2a02:578:5cff:ffff:ffff:ffff:ffff:ffff,NL
2a02:578:5d00::,2a02:578:ffff:ffff:ffff:ffff:ffff:ffff,BE
2a02:580::,2a02:587:ffff:ffff:ffff:ffff:ffff:ffff,GR
2a02:588::,2a02:588:ffff:ffff:ffff:ffff:ffff:ffff,DE
2a02:590::,2a02:597:ffff:ffff:ffff:ffff:ffff:ffff,DE
2a02:598::,2a02:598:ffff:ffff:ffff:ffff:ffff:ffff,CZ
2a02:5a0::,2a02:5a7:ffff:ffff:ffff:ffff:ffff:ffff,DE
2a02:5b0::,2a02:5b7:ffff:ffff:ffff:ffff:ffff:ffff,NL
2a02:5b8::,2a02:5bf:ffff:ffff:ffff:ffff:ffff:ffff,GB
2a02:5c0::,2a02:5c0:ffff:ffff:ffff:ffff:ffff:ffff,CH
2a02:5d0::,2a02:5d7:ffff:ffff:ffff:ffff:ffff:ffff,DE
2a02:5d8::,2a02:5d8:ffff:ffff:ffff:ffff:ffff:ffff,AT
2a02:5e0::,2a02:5e7:ffff:ffff:ffff:ffff:ffff:ffff,AT
2a02:5f0::,2a02:5f0:ffff:ffff:ffff:ffff:ffff:ffff,UA
2a02:600::,2a02:607:ffff:ffff:ffff:ffff:ffff:ffff,IT
2a02:608::,2a02:608:ffff:ffff:ffff:ffff:ffff:ffff,DE
2a02:610::,2a02:610:ffff:ffff:ffff:ffff:ffff:ffff,LV
2a02:618::,2a02:618:ffff:ffff:ffff:ffff:ffff:ffff,RU
2a02:620::,2a02:620:ffff:ffff:ffff:ffff:ffff:ffff,CH
2a02:630::,2a02:630:ffff:ffff:ffff:ffff:ffff:ffff,DK
2a02:638::,2a02:638:ffff:ffff:ffff:ffff:ffff:ffff,GI
2a02:640::,2a02:647:ffff:ffff:ffff:ffff:ffff:ffff,CY
2a02:648::,2a02:648:ffff:ffff:ffff:ffff:ffff:ffff,DE
2a02:650::,2a02:650:ffff:ffff:ffff:ffff:ffff:ffff,DE
2a02:658::,2a02:658:ffff:ffff:ffff:ffff:ffff:ffff,GB
2a02:660::,2a02:660:ffff:ffff:ffff:ffff:ffff:ffff,RS
2a02:668::,2a02:668:ffff:ffff:ffff:ffff:ffff:ffff,FR
2a02:670::,2a02:670:ffff:ffff:ffff:ffff:ffff:ffff,IT
2a02:678::,2a02:678:ffff:ffff:ffff:ffff:ffff:ffff,LU
2a02:680::,2a02:680:ffff:ffff:ffff:ffff:ffff:ffff,UA
2a02:688::,2a02:688:ffff:ffff:ffff:ffff:ffff:ffff,IT
2a02:690::,2a02:697:ffff:ffff:ffff:ffff:ffff:ffff,NL
2a02:698::,2a02:698:ffff:ffff:ffff:ffff:ffff:ffff,RU
2a02:6a0::,2a02:6a0:ffd:ffff:ffff:ffff:ffff:ffff,CH
2a02:6a0:ffe::,2a02:6a0:fff:ffff:ffff:ffff:ffff:ffff,US
2a02:6a0:1000::,2a02:6a0:4ffd:ffff:ffff:ffff:ffff:ffff,CH
2a02:6a0:4ffe::,2a02:6a0:4fff:ffff:ffff:ffff:ffff:ffff,SG
2a02:6a0:5000::,2a02:6a0:8ffd:ffff:ffff:ffff:ffff:ffff,CH
2a02:6a0:8ffe::,2a02:6a0:8fff:ffff:ffff:ffff:ffff:ffff,GB
2a02:6a0:9000::,2a02:6a0:ffff:ffff:ffff:ffff:ffff:ffff,CH
2a02:6a8::,2a02:6a8:ffff:ffff:ffff:ffff:ffff:ffff,DE
2a02:6b0::,2a02:6b0:ffff:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8::,2a02:6b8::3:ffff:ffff:ffff:ffff,RU
2a02:6b8:0:4::,2a02:6b8::5:ffff:ffff:ffff:ffff,AM
2a02:6b8:0:6::,2a02:6b8::6ff:ffff:ffff:ffff:ffff,RU
2a02:6b8:0:700::,2a02:6b8::7ff:ffff:ffff:ffff:ffff,FI
2a02:6b8:0:800::,2a02:6b8::dff:ffff:ffff:ffff:ffff,RU
2a02:6b8:0:e00::,2a02:6b8::eff:ffff:ffff:ffff:ffff,FI
2a02:6b8:0:f00::,2a02:6b8::17ff:ffff:ffff:ffff:ffff,RU
2a02:6b8:0:1800::,2a02:6b8::18ff:ffff:ffff:ffff:ffff,NL
2a02:6b8:0:1900::,2a02:6b8::1dff:ffff:ffff:ffff:ffff,RU
2a02:6b8:0:1e00::,2a02:6b8::1eff:ffff:ffff:ffff:ffff,BY
2a02:6b8:0:1f00::,2a02:6b8::2403:ffff:ffff:ffff:ffff,RU
2a02:6b8:0:2404::,2a02:6b8::2404:ffff:ffff:ffff:ffff,DE
2a02:6b8:0:2405::,2a02:6b8::3400:ffff:ffff:ffff:ffff,RU
2a02:6b8:0:3401::,2a02:6b8::3401:ffff:ffff:ffff:ffff,FI
2a02:6b8:0:3402::,2a02:6b8::34ff:ffff:ffff:ffff:ffff,RU
2a02:6b8:0:3500::,2a02:6b8::3500:ffff:ffff:ffff:ffff,BY
2a02:6b8:0:3501::,2a02:6b8::3502:ffff:ffff:ffff:ffff,RU
2a02:6b8:0:3503::,2a02:6b8::3503:ffff:ffff:ffff:ffff,NL
2a02:6b8:0:3504::,2a02:6b8::3505:ffff:ffff:ffff:ffff,RU
2a02:6b8:0:3506::,2a02:6b8::3506:ffff:ffff:ffff:ffff,BY
2a02:6b8:0:3507::,2a02:6b8::3507:ffff:ffff:ffff:ffff,RU
2a02:6b8:0:3508::,2a02:6b8::350a:ffff:ffff:ffff:ffff,BY
2a02:6b8:0:350b::,2a02:6b8::350e:ffff:ffff:ffff:ffff,RU
2a02:6b8:0:350f::,2a02:6b8::350f:ffff:ffff:ffff:ffff,BY
2a02:6b8:0:3510::,2a02:6b8::3511:ffff:ffff:ffff:ffff,RU
2a02:6b8:0:3512::,2a02:6b8::3516:ffff:ffff:ffff:ffff,BY
2a02:6b8:0:3517::,2a02:6b8::3517:ffff:ffff:ffff:ffff,RU
2a02:6b8:0:3518::,2a02:6b8::351a:ffff:ffff:ffff:ffff,BY
2a02:6b8:0:351b::,2a02:6b8::351b:ffff:ffff:ffff:ffff,RU
2a02:6b8:0:351c::,2a02:6b8::351f:ffff:ffff:ffff:ffff,BY
2a02:6b8:0:3520::,2a02:6b8::3520:ffff:ffff:ffff:ffff,RU
2a02:6b8:0:3521::,2a02:6b8::3523:ffff:ffff:ffff:ffff,BY
2a02:6b8:0:3524::,2a02:6b8::3524:ffff:ffff:ffff:ffff,RU
2a02:6b8:0:3525::,2a02:6b8::3527:ffff:ffff:ffff:ffff,BY
2a02:6b8:0:3528::,2a02:6b8::3598:ffff:ffff:ffff:ffff,RU
2a02:6b8:0:3599::,2a02:6b8::3599:ffff:ffff:ffff:ffff,BY
2a02:6b8:0:359a::,2a02:6b8::3aff:ffff:ffff:ffff:ffff,RU
2a02:6b8:0:3b00::,2a02:6b8::3bff:ffff:ffff:ffff:ffff,DE
2a02:6b8:0:3c00::,2a02:6b8:a:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8:b::,2a02:6b8:b:ffff:ffff:ffff:ffff:ffff,KZ
2a02:6b8:c::,2a02:6b8:82:dff:ffff:ffff:ffff:ffff,RU
2a02:6b8:82:e00::,2a02:6b8:82:e09:ffff:ffff:ffff:ffff,BY
2a02:6b8:82:e0a::,2a02:6b8:82:12ff:ffff:ffff:ffff:ffff,RU
2a02:6b8:82:1300::,2a02:6b8:82:13ff:ffff:ffff:ffff:ffff,DE
2a02:6b8:82:1400::,2a02:6b8:82:78ff:ffff:ffff:ffff:ffff,RU
2a02:6b8:82:7900::,2a02:6b8:82:79ff:ffff:ffff:ffff:ffff,RS
2a02:6b8:82:7a00::,2a02:6b8:82:e5ff:ffff:ffff:ffff:ffff,RU
2a02:6b8:82:e600::,2a02:6b8:82:e6ff:ffff:ffff:ffff:ffff,KZ
2a02:6b8:82:e700::,2a02:6b8:82:e7ff:ffff:ffff:ffff:ffff,RU
2a02:6b8:82:e800::,2a02:6b8:82:e8ff:ffff:ffff:ffff:ffff,AE
2a02:6b8:82:e900::,2a02:6b8:82:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8:83::,2a02:6b8:83:1fff:ffff:ffff:ffff:ffff,RS
2a02:6b8:83:2000::,2a02:6b8:104:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8:105::,2a02:6b8:105:ffff:ffff:ffff:ffff:ffff,NL
2a02:6b8:106::,2a02:6b8:107:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8:108::,2a02:6b8:108:ffff:ffff:ffff:ffff:ffff,DE
2a02:6b8:109::,2a02:6b8:109:ffff:ffff:ffff:ffff:ffff,KZ
2a02:6b8:10a::,2a02:6b8:10a:ffff:ffff:ffff:ffff:ffff,BY
2a02:6b8:10b::,2a02:6b8:113:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8:114::,2a02:6b8:114:ffff:ffff:ffff:ffff:ffff,FI
2a02:6b8:115::,2a02:6b8:117:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8:118::,2a02:6b8:118:ffff:ffff:ffff:ffff:ffff,KZ
2a02:6b8:119::,2a02:6b8:119:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8:11a::,2a02:6b8:11a:ffff:ffff:ffff:ffff:ffff,KZ
2a02:6b8:11b::,2a02:6b8:11e:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8:11f::,2a02:6b8:11f:ffff:ffff:ffff:ffff:ffff,KZ
2a02:6b8:120::,2a02:6b8:c00:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8:c01::,2a02:6b8:c01:ffff:ffff:ffff:ffff:ffff,FI
2a02:6b8:c02::,2a02:6b8:c08:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8:c09::,2a02:6b8:c0b:ffff:ffff:ffff:ffff:ffff,FI
2a02:6b8:c0c::,2a02:6b8:c12:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8:c13::,2a02:6b8:c13:ffff:ffff:ffff:ffff:ffff,FI
2a02:6b8:c14::,2a02:6b8:c19:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8:c1a::,2a02:6b8:c1a:ffff:ffff:ffff:ffff:ffff,FI
2a02:6b8:c1b::,2a02:6b8:c24:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8:c25::,2a02:6b8:c26:ffff:ffff:ffff:ffff:ffff,FI
2a02:6b8:c27::,2a02:6b8:c2d:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8:c2e::,2a02:6b8:c31:ffff:ffff:ffff:ffff:ffff,DE
2a02:6b8:c32::,2a02:6b8:c35:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8:c36::,2a02:6b8:c36:ffff:ffff:ffff:ffff:ffff,DE
2a02:6b8:c37::,2a02:6b8:c37:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8:c38::,2a02:6b8:c39:ffff:ffff:ffff:ffff:ffff,DE
2a02:6b8:c3a::,2a02:6b8:c3a:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8:c3b::,2a02:6b8:c3b:ffff:ffff:ffff:ffff:ffff,DE
2a02:6b8:c3c::,2a02:6b8:c3e:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8:c3f::,2a02:6b8:c40:ffff:ffff:ffff:ffff:ffff,DE
2a02:6b8:c41::,2a02:6b8:c4c:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8:c4d::,2a02:6b8:c4e:ffff:ffff:ffff:ffff:ffff,KZ
2a02:6b8:c4f::,2a02:6b8:c51:ffff:ffff:ffff:ffff:ffff,DE
2a02:6b8:c52::,2a02:6b8:c52:ffff:ffff:ffff:ffff:ffff,NL
2a02:6b8:c53::,2a02:6b8:c53:ffff:ffff:ffff:ffff:ffff,FI
2a02:6b8:c54::,2a02:6b8:c55:ffff:ffff:ffff:ffff:ffff,US
2a02:6b8:c56::,2a02:6b8:b000:5fff:ffff:ffff:ffff:ffff,RU
2a02:6b8:b000:6000::,2a02:6b8:b000:6fff:ffff:ffff:ffff:ffff,FI
2a02:6b8:b000:7000::,2a02:6b8:b000:afff:ffff:ffff:ffff:ffff,RU
2a02:6b8:b000:b000::,2a02:6b8:b000:bfff:ffff:ffff:ffff:ffff,FI
2a02:6b8:b000:c000::,2a02:6b8:b010:a0fb:ffff:ffff:ffff:ffff,RU
2a02:6b8:b010:a0fc::,2a02:6b8:b010:a0ff:ffff:ffff:ffff:ffff,FI
2a02:6b8:b010:a100::,2a02:6b8:b010:a2ff:ffff:ffff:ffff:ffff,RU
2a02:6b8:b010:a300::,2a02:6b8:b010:a4ff:ffff:ffff:ffff:ffff,FI
2a02:6b8:b010:a500::,2a02:6b8:b010:a5ff:ffff:ffff:ffff:ffff,RU
2a02:6b8:b010:a600::,2a02:6b8:b010:a6ff:ffff:ffff:ffff:ffff,FI
2a02:6b8:b010:a700::,2a02:6b8:b010:a8ff:ffff:ffff:ffff:ffff,RU
2a02:6b8:b010:a900::,2a02:6b8:b010:a901:ffff:ffff:ffff:ffff,FI
2a02:6b8:b010:a902::,2a02:6b8:b010:aaff:ffff:ffff:ffff:ffff,RU
2a02:6b8:b010:ab00::,2a02:6b8:b010:acff:ffff:ffff:ffff:ffff,FI
2a02:6b8:b010:ad00::,2a02:6b8:b010:adff:ffff:ffff:ffff:ffff,RU
2a02:6b8:b010:ae00::,2a02:6b8:b010:afff:ffff:ffff:ffff:ffff,FI
2a02:6b8:b010:b000::,2a02:6b8:b010:c00f:ffff:ffff:ffff:ffff,RU
2a02:6b8:b010:c010::,2a02:6b8:b010:c010:ffff:ffff:ffff:ffff,FI
2a02:6b8:b010:c011::,2a02:6b8:b010:c018:ffff:ffff:ffff:ffff,RU
2a02:6b8:b010:c019::,2a02:6b8:b010:c027:ffff:ffff:ffff:ffff,FI
2a02:6b8:b010:c028::,2a02:6b8:b010:c028:ffff:ffff:ffff:ffff,RU
2a02:6b8:b010:c029::,2a02:6b8:b010:c02b:ffff:ffff:ffff:ffff,FI
2a02:6b8:b010:c02c::,2a02:6b8:b010:c02c:ffff:ffff:ffff:ffff,RU
2a02:6b8:b010:c02d::,2a02:6b8:b010:c02d:ffff:ffff:ffff:ffff,FI
2a02:6b8:b010:c02e::,2a02:6b8:b010:c02e:ffff:ffff:ffff:ffff,RU
2a02:6b8:b010:c02f::,2a02:6b8:b010:c036:ffff:ffff:ffff:ffff,FI
2a02:6b8:b010:c037::,2a02:6b8:b010:d00f:ffff:ffff:ffff:ffff,RU
2a02:6b8:b010:d010::,2a02:6b8:b010:d010:ffff:ffff:ffff:ffff,DE
2a02:6b8:b010:d011::,2a02:6b8:b010:d011:ffff:ffff:ffff:ffff,TR
2a02:6b8:b010:d012::,2a02:6b8:b010:d012:ffff:ffff:ffff:ffff,US
2a02:6b8:b010:d013::,2a02:6b8:b010:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8:b011::,2a02:6b8:b011:ffff:ffff:ffff:ffff:ffff,FI
2a02:6b8:b012::,2a02:6b8:b020:4fff:ffff:ffff:ffff:ffff,RU
2a02:6b8:b020:5000::,2a02:6b8:b020:5fff:ffff:ffff:ffff:ffff,FI
2a02:6b8:b020:6000::,2a02:6b8:b040:2fff:ffff:ffff:ffff:ffff,RU
2a02:6b8:b040:3000::,2a02:6b8:b040:3fff:ffff:ffff:ffff:ffff,FI
2a02:6b8:b040:4000::,2a02:6b8:b050:ff:ffff:ffff:ffff:ffff,RU
2a02:6b8:b050:100::,2a02:6b8:b050:1ff:ffff:ffff:ffff:ffff,FI
2a02:6b8:b050:200::,2a02:6b8:b071:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8:b072::,2a02:6b8:b072:ffff:ffff:ffff:ffff:ffff,FI
2a02:6b8:b073::,2a02:6b8:f000:fff:ffff:ffff:ffff:ffff,RU
2a02:6b8:f000:1000::,2a02:6b8:f000:2fff:ffff:ffff:ffff:ffff,FI
2a02:6b8:f000:3000::,2a02:6b8:f000:3fff:ffff:ffff:ffff:ffff,RU
2a02:6b8:f000:4000::,2a02:6b8:f000:4fff:ffff:ffff:ffff:ffff,FI
2a02:6b8:f000:5000::,2a02:6b8:f000:ff00:ffff:ffff:ffff:ffff,RU
2a02:6b8:f000:ff01::,2a02:6b8:f000:ff01:ffff:ffff:ffff:ffff,FI
2a02:6b8:f000:ff02::,2a02:6b8:f010:5fff:ffff:ffff:ffff:ffff,RU
2a02:6b8:f010:6000::,2a02:6b8:f010:6fff:ffff:ffff:ffff:ffff,FI
2a02:6b8:f010:7000::,2a02:6b8:f020:4fff:ffff:ffff:ffff:ffff,RU
2a02:6b8:f020:5000::,2a02:6b8:f020:5fff:ffff:ffff:ffff:ffff,FI
2a02:6b8:f020:6000::,2a02:6b8:f02f:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8:f030::,2a02:6b8:f030:fff:ffff:ffff:ffff:ffff,FI
2a02:6b8:f030:1000::,2a02:6b8:fc00:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8:fc01::,2a02:6b8:fc01:ffff:ffff:ffff:ffff:ffff,FI
2a02:6b8:fc02::,2a02:6b8:fc0c:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8:fc0d::,2a02:6b8:fc0d:ffff:ffff:ffff:ffff:ffff,FI
2a02:6b8:fc0e::,2a02:6b8:fc10:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8:fc11::,2a02:6b8:fc13:ffff:ffff:ffff:ffff:ffff,FI
2a02:6b8:fc14::,2a02:6b8:fc1a:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8:fc1b::,2a02:6b8:fc1b:ffff:ffff:ffff:ffff:ffff,FI
2a02:6b8:fc1c::,2a02:6b8:fc24:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8:fc25::,2a02:6b8:fc26:ffff:ffff:ffff:ffff:ffff,FI
2a02:6b8:fc27::,2a02:6b8:fc4b:ffff:ffff:ffff:ffff:ffff,RU
2a02:6b8:fc4c::,2a02:6b8:fc4e:ffff:ffff:ffff:ffff:ffff,KZ
2a02:6b8:fc4f::,2a02:6bf:7000:b:ffff:ffff:ffff:ffff,RU
2a02:6bf:7000:c::,2a02:6bf:7000:c:ffff:ffff:ffff:ffff,FI
2a02:6bf:7000:d::,2a02:6bf:7000:d:ffff:ffff:ffff:ffff,DE
2a02:6bf:7000:e::,2a02:6bf:7000:e:ffff:ffff:ffff:ffff,NL
2a02:6bf:7000:f::,2a02:6bf:7000:f:ffff:ffff:ffff:ffff,US
2a02:6bf:7000:10::,2a02:6bf:7000:10:ffff:ffff:ffff:ffff,SG
2a02:6bf:7000:11::,2a02:6bf:7010:5ff:ffff:ffff:ffff:ffff,RU
2a02:6bf:7010:600::,2a02:6bf:7010:6ff:ffff:ffff:ffff:ffff,NL
2a02:6bf:7010:700::,2a02:6bf:7010:7ff:ffff:ffff:ffff:ffff,RS
2a02:6bf:7010:800::,2a02:6bf:7010:8ff:ffff:ffff:ffff:ffff,RU
2a02:6bf:7010:900::,2a02:6bf:7010:9ff:ffff:ffff:ffff:ffff,RS
2a02:6bf:7010:a00::,2a02:6bf:7010:aff:ffff:ffff:ffff:ffff,RU
2a02:6bf:7010:b00::,2a02:6bf:7010:bff:ffff:ffff:ffff:ffff,FI
2a02:6bf:7010:c00::,2a02:6bf:7010:dff:ffff:ffff:ffff:ffff,DE
2a02:6bf:7010:e00::,2a02:6bf:7010:eff:ffff:ffff:ffff:ffff,RU
2a02:6bf:7010:f00::,2a02:6bf:7010:fff:ffff:ffff:ffff:ffff,FI
2a02:6bf:7010:1000::,2a02:6bf:fa0f:ffff:ffff:ffff:ffff:ffff,RU
2a02:6bf:fa10::,2a02:6bf:fa12:ffff:ffff:ffff:ffff:ffff,DE
2a02:6bf:fa13::,2a02:6bf:fa15:ffff:ffff:ffff:ffff:ffff,RU
2a02:6bf:fa16::,2a02:6bf:fa1b:ffff:ffff:ffff:ffff:ffff,DE
2a02:6bf:fa1c::,2a02:6bf:fa1c:ffff:ffff:ffff:ffff:ffff,RU
2a02:6bf:fa1d::,2a02:6bf:fa1e:ffff:ffff:ffff:ffff:ffff,DE
2a02:6bf:fa1f::,2a02:6bf:fa20:ffff:ffff:ffff:ffff:ffff,RU
2a02:6bf:fa21::,2a02:6bf:fa27:ffff:ffff:ffff:ffff:ffff,DE
2a02:6bf:fa28::,2a02:6bf:ff70:400:ffff:ffff:ffff:ffff,RU
2a02:6bf:ff70:401::,2a02:6bf:ff70:402:ffff:ffff:ffff:ffff,KZ
2a02:6bf:ff70:403::,2a02:6bf:ff70:405:ffff:ffff:ffff:ffff,RU
